Course,Description,Full,Instructor,Days,Time,Location,Capacity
PHYS    128AL,ADVANCED LAB,Closed,"['LIPMAN E A', 'PAWLAK K A']",MT,1:00pm - 5:50pm,BRDA 3223,11 / 16
PHYS    129L ,INTRO SCI COMP,,LIPMAN E A,MTW,12:30pm - 1:45pm,BRDA 5223,11 / 18
PHYS    129L ,,,JANGID D K,M,2:00pm - 4:30pm,BRDA 5223,11 / 18
PHYS    142L ,COND MATTER LAB,Full,T B A,,,T B A,0 / 0
PHYS    143L ,PARTICLE PHYS LAB,,T B A,,,T B A,0 / 50
PHYS    144L ,BIOPHYSICS LAB,Full,T B A,,,T B A,0 / 0
PHYS    145L ,EXP RES IN ASTROPHY,,T B A,,,T B A,0 / 50
PHYS    198  ,DIRECTED READING,,T B A,,,T B A,0 / 5
PHYS    199  ,RESEARCH IN PHYSICS,Full,T B A,,,T B A,0 / 0
POL S     1  ,INTRO TO POL PHIL,Closed,NORRIS A,MTWR,12:30pm - 1:35pm,PSYCH1902,51 / 60
POL S     1  ,,,LABARRE J,T,5:00pm - 6:25pm,GIRV 1106,13 / 15
POL S     1  ,,,STEIN E A,W,9:30 am - 10:55am,GIRV 2110,13 / 15
POL S     1  ,,,LABARRE J,W,11:00am - 12:25pm,GIRV 1106,13 / 15
POL S     1  ,,,STEIN E A,T,2:00pm - 3:25pm,GIRV 1106,12 / 15
POL S     6  ,INTRO COMP POLITICS,Full,MOOSBRUGGER L,MTWR,2:00pm - 3:05pm,PHELP2516,46 / 39
POL S     6  ,,,STURM I N,T,5:00pm - 6:20pm,GIRV 1106,8 / 15
POL S     6  ,,Full,WALKER CORAH,R,5:00pm - 6:25pm,GIRV 1106,15 / 8
POL S     6  ,,Full,STURM I N,W,9:30 am - 10:50am,GIRV 1106,13 / 8
POL S     6  ,,Full,WALKER CORAH,R,3:30pm - 4:55pm,GIRV 1106,10 / 8
POL S     7  ,INTRO TO IR,,ALLEN G,MTWR,11:00am - 12:05pm,PHELP2516,59 / 60
POL S     7  ,,Full,SALAS CASTILL,W,5:00pm - 6:20pm,GIRV 1106,16 / 16
POL S     7  ,,,KARABULUT S,R,9:30 am - 10:50am,GIRV 2110,14 / 15
POL S     7  ,,Full,SALAS CASTILL,W,3:30pm - 4:50pm,GIRV 1106,15 / 15
POL S     7  ,,,KARABULUT S,W,2:00pm - 3:25pm,GIRV 1106,14 / 15
POL S    12  ,AMER GOV & POLITICS,Full,WIENER S L,MTWR,3:30pm - 4:35pm,PHELP2516,43 / 39
POL S    12  ,,Full,CAREY W H,R,11:00am - 12:20pm,GIRV 1106,12 / 8
POL S    12  ,,,LABARRE J,T,5:00pm - 6:20pm,GIRV 2110,7 / 8
POL S    12  ,,Full,LABARRE J,T,2:00pm - 3:20pm,GIRV 1106,15 / 15
POL S    12  ,,Full,CAREY W H,T,9:30 am - 10:50am,GIRV 1106,9 / 8
POL S    15  ,INTRO RES POL SCI,,JENKINS M D,MTWR,2:00pm - 3:05pm,GIRV 2129,38 / 40
POL S    15  ,,,ISIK S,T,9:30 am - 10:55am,GIRV 2110,7 / 10
POL S    15  ,,Full,FINN E C,R,3:30pm - 4:55pm,SSMS 1303,11 / 10
POL S    15  ,,Full,ISIK S,T,11:00am - 12:20pm,GIRV 1106,10 / 10
POL S    15  ,,Full,FINN E C,R,5:00pm - 6:25pm,SSMS 1005,10 / 10
POL S    99  ,INTRO TO RESEARCH,,T B A,,,T B A,0 / 5
POL S   119JW,ETHICAL ISSUES IR,Full,STEIN E A,MTWR,9:30 am - 10:35am,PHELP2532,30 / 30
POL SW  121  ,INTERNATL POLITICS,,STRATHMAN B A,,,ONLINE,49 / 50
POL S   146  ,GLOBAL & POLITICS,Full,MOOSBRUGGER L,MTWR,11:00am - 12:05pm,PHELP1440,30 / 30
POL S   153  ,POL INTEREST GROUPS,Full,FONTAINE S A,MTWR,3:30pm - 4:35pm,PHELP2532,30 / 30
POL S   160  ,ASIAN AM POLITICS,Full,BRUSH A M,MTWR,11:00am - 12:05pm,GIRV 2124,31 / 30
POL S   177  ,COMP ENVIRON POL,Full,ROHRER K A,MTWR,12:30pm - 1:35pm,GIRV 2124,31 / 30
POL S   188  ,MODERN POL THEORY,Closed,NORRIS A,MTWR,9:30 am - 10:35am,NH   1111,22 / 30
POL S   192  ,FIELD RES POL SCI,,T B A,,,T B A,0 / 26
POL S   199  ,INDEPENDENT STUDIES,,T B A,,,T B A,0 / 20
POL S   199RA,INDEP RESEARCH ASST,,T B A,,,T B A,0 / 5
PORT    195  ,SEN HONORS IND RES,,T B A,,,T B A,0 / 5
PSY       1  ,INTRO TO PSYCH,,IHM E D,MTW,9:30 am - 10:54am,TD-W 1701,96 / 100
PSY       1  ,,Full,CHAKRAVARTHUL,R,9:00 am - 10:25am,ELLSN2816,16 / 16
PSY       1  ,,Full,,R,11:00am - 12:25pm,HSSB 1228,16 / 16
PSY       1  ,,Full,CHAKRAVARTHUL,W,12:00pm - 1:25pm,GIRV 2110,16 / 16
PSY       1  ,,Full,,W,12:00pm - 1:25pm,GIRV 1106,16 / 16
PSY       1  ,,Full,,R,9:00 am - 10:20am,GIRV 2110,16 / 16
PSY       1  ,,Full,CHAKRAVARTHUL,R,11:00am - 12:25pm,ELLSN2816,16 / 16
PSY      10A ,RESEARCH METHODS,,MERMELSTEIN S,MTW,9:30 am - 10:55am,PSYCH1924,117 / 125
PSY      10A ,,Closed,HARRIS P E,R,9:30 am - 12:25pm,SSMS 1301&,23 / 25
PSY      10A ,,Full,PAPADAKIS V,R,12:30pm - 3:25pm,SSMS 1303&,25 / 25
PSY      10A ,,,WU V,W,12:30pm - 3:25pm,PHELP1518,24 / 25
PSY      10A ,,Full,GROSS M E,W,2:00pm - 4:55pm,PHELP1517,25 / 24
PSY      10A ,,,KACZMAREK A R,W,2:00pm - 4:55pm,SSMS 1303,20 / 25
PSY      10B ,STATISTICS,,MUNASINGHE A,MTW,9:30 am - 10:55am,PSYCH1924,118 / 124
PSY      10B ,,Full,MEI M,R,9:30 am - 12:25pm,PHELP1525,25 / 25
PSY      10B ,,,SALEM R M,R,12:30pm - 3:25pm,PHELP1530,23 / 24
PSY      10B ,,Full,KOVACS P H,R,12:30pm - 3:25pm,PHELP1518,24 / 24
PSY      10B ,,,CHUANG Y,W,12:30pm - 3:25pm,PHELP1513,23 / 24
PSY      10B ,,,GROSS M E,W,12:30pm - 3:25pm,PHELP1518,23 / 24
PSY      98  ,READINGS IN PBS,,T B A,,,T B A,0 / 1
PSY      99  ,RESEARCH IN PBS,,T B A,,,T B A,0 / 1
PSY      99P ,RESEARCH IN PBS,,T B A,,,T B A,0 / 1
PSY     102  ,SOCIAL PSYCHOLOGY,,"['HAI J', 'ARAI S']",MTW,12:30pm - 1:55pm,WEBB 1100,55 / 75
PSY     102  ,SOCIAL PSYCHOLOGY,Full,"['SMALL P A', 'RYAN W S']",MTW,12:30pm - 1:55pm,HSSB 1173,75 / 75
PSY     105  ,DEVELOPMENTAL PSYCH,Full,"['MERMELSTEIN S', 'STRELICH J H']",MTW,11:00am - 12:25pm,PSYCH1902,75 / 75
PSY     105  ,DEVELOPMENTAL PSYCH,,"['HOROWITZ E J', 'BROWN C N']",MTW,11:00am - 12:25pm,PHELP1260,55 / 75
PSY     106  ,INTRO BIOPSYCH,Full,"['LAYHER E A', 'BROWN C N']",MTW,2:00pm - 3:25pm,HSSB 1173,76 / 76
PSY     106  ,INTRO BIOPSYCH,,"['AYOUB G S', 'BROWN C N']",MTW,2:00pm - 3:25pm,PSYCH1902,63 / 75
PSY     108  ,COGNITIVE PSYCHOLOG,,"['TAYLOR C M', 'GERSON J O']",T R,2:00pm - 4:05pm,NH   1105,60 / 65
PSY     108  ,COGNITIVE PSYCHOLOG,,"['HAI J', 'LAWSON A P']",MTW,9:00 am - 10:25am,PHELP3505,29 / 48
PSY     111  ,BEHAVIORAL NEURO.,,"['SCUDDER S L', 'BROWN C N']",MTW,11:00am - 12:25pm,PSYCH1924,34 / 50
PSY     120L ,LAB IN ADV RESEARCH,,LA JOY J R,M,11:00am - 1:30pm,GIRV 1116,22 / 40
PSY     120L ,,,WALTER K V,T R,9:30 am - 12:30pm,SSMS 1007,12 / 20
PSY     120L ,,,WELLS A K,T R,12:30pm - 3:30pm,PHELP1526,10 / 20
PSY     123  ,COG NEUROSCIENCE,,"['AYOUB G S', 'ALSALLOOM S']",MTW,12:30pm - 1:55pm,GIRV 1115,40 / 48
PSY     145  ,SUPERNATURAL CONC.,,"['GERMAN T C M', 'STRELICH J H']",T R,12:30pm - 2:35pm,HSSB 1174,40 / 65
PSY     146  ,HUMAN MATING PSYCH,Full,"['ARAI S', 'MEI M']",MTW,9:30 am - 10:55am,PHELP1160,70 / 70
PSY     148  ,SELF AND IDENTITY,,"['KLEIN S B', 'WU D C']",MTW,12:30pm - 1:55pm,PHELP2516,41 / 60
PSY     149  ,CLOSE RELATIONSHIPS,,"['LA JOY J R', 'WELLS A K']",MTW,9:30 am - 10:55am,HSSB 1173,58 / 75
PSY     152  ,SOCIAL COGNITION,,"['HONG Y', 'CHAKRAVARTHUL']",MTW,11:00am - 12:25pm,PHELP2524,26 / 50
PSY     155  ,EVLUTION & CGNITION,,"['QUILLIEN T E', 'CHUANG Y']",MTW,2:00pm - 3:25pm,ARTS 1349,21 / 50
PSY     160NA,ADULT DEV & AGING,,"['ALBADA N A', 'LAWRIE S I']",MTW,11:00am - 12:15pm,PHELP3515,25 / 50
PSY     199  ,RESEARCH IN PBS,,T B A,,,T B A,0 / 10
PSY     199P ,RESEARCH IN PBS,,T B A,,,T B A,0 / 1
RG ST     1  ,INTROD TO STUDY REL,,LANAHAN-KALIS,MTWR,12:30pm - 1:50pm,GIRV 1108,17 / 20
RG ST     1  ,INTROD TO STUDY REL,Full,TAKKINEN J H,MTWR,3:30pm - 4:50pm,HSSB 2201,17 / 13
RG ST     3  ,ASIAN RELIG TRADS,,VYAS M M,MTWR,5:00pm - 6:20pm,BUCHN1934,16 / 25
RG ST     4  ,INTRO TO BUDDHISM,,DUOER D,MTWR,5:00pm - 6:20pm,SH   1430,42 / 50
RG ST     4  ,,,,T,3:00pm - 3:50pm,ELLSN2816,10 / 17
RG ST     4  ,,Full,,T,4:00pm - 4:50pm,ELLSN2816,17 / 17
RG ST     4  ,,,,W,4:00pm - 4:50pm,ELLSN2816,15 / 16
RG ST     4  ,INTRO TO BUDDHISM,Full,STEAVU-BALINT,MTWR,9:30 am - 10:50am,SH   1430,36 / 36
RG ST     4  ,,Full,,T,11:00am - 11:50am,ELLSN2816,12 / 12
RG ST     4  ,,Full,,T,12:00pm - 12:50pm,ELLSN2816,12 / 12
RG ST     4  ,,Full,,W,11:00am - 11:50am,GIRV 1108,12 / 12
RG ST     5  ,JUDAISM/CHTY/ISLAM,,ATUR R,MTWR,11:00am - 12:20pm,HSSB 3041,18 / 20
RG ST     7  ,INTRO TO AMER RELIG,Full,HARRIS M M,MTWR,8:00 am - 9:20 am,BUCHN1934,18 / 18
RG ST    12  ,RELIG APPR TO DEATH,,CHAVEZ W S,MTWR,9:30 am - 10:50am,LSB  1101,18 / 25
RG ST    14  ,INTRO NAT AMER REL,Full,WHITESIDES K,MTWR,11:00am - 12:20pm,BUCHN1934,25 / 18
RG ST    21  ,ZEN BUDDHISM,Full,ROMASKIEWICZ,MTWR,12:30pm - 1:50pm,LSB  1101,22 / 18
RG ST    31  ,RELIGIONS OF TIBET,,ERDENE-OCHIR,MTWR,2:00pm - 3:20pm,LSB  1101,16 / 18
RG ST    98  ,INTERNSHIP,,AFARY J,,,T B A,0 / 10
RG ST    98  ,INTERNSHIP,,AFARY J,,,T B A,0 / 10
RG ST   101  ,NEW RELIG MOVEMENTS,,DESLIPPE P R,MTWR,2:00pm - 3:20pm,HSSB 1206,17 / 20
RG ST   113  ,RELIGION AND FILM,,ELISON W N,MTWR,2:00pm - 3:30pm,BUCHN1940,11 / 40
RG ST   113  ,,,ELISON W N,M,5:00pm - 7:50pm,BUCHN1920,11 / 40
RG ST   190EP,ETHICS & USA PRES,,DEVOY M A,MTWR,8:00 am - 9:20 am,HSSB 3001E,16 / 25
RG ST   191A ,LATINO REL THOUGHT,,BUENDIA DE LL,MTWR,3:30pm - 4:50pm,LSB  1101,11 / 25
RG ST   195  ,SR HON RESEARCH,,T B A,,,T B A,0 / 10
RG ST   198  ,INTERNSHIP,,AFARY J,,,T B A,0 / 10
RG ST   198  ,INTERNSHIP,,AFARY J,,,T B A,0 / 10
RG ST   199  ,INDEPENDENT STUDIES,,T B A,,,T B A,0 / 10
RG ST   199RA,INDEPEN RES ASST,,T B A,,,T B A,0 / 10
SLAV    192  ,INTERN SLAV STUDIES,,T B A,,,T B A,0 / 10
SLAV    199  ,INDEPENDENT STUDIES,,T B A,,,T B A,0 / 4
SOC       1  ,INTRO TO SOCIOLOGY,,MCCUMBER A H,MTWR,12:30pm - 1:35pm,PHELP2516,48 / 60
SOC       1  ,,,JOSEPH N,F,9:30 am - 10:20am,GIRV 2124,22 / 30
SOC       1  ,,,JOSEPH N,F,11:00am - 11:50am,GIRV 2124,26 / 30
SOC       1  ,INTRO TO SOCIOLOGY,Full,CLEGG M B,MTWR,2:00pm - 3:05pm,PHELP3505,58 / 40
SOC       1  ,,Full,SALOUR S,F,9:00 am - 9:50 am,PHELP2532,28 / 20
SOC       1  ,,Full,SALOUR S,F,10:00am - 10:50am,PHELP2532,30 / 20
SOC      99  ,INTRO RESEARCH SOC,,T B A,,,T B A,0 / 10
SOC     108C ,CULTURAL ANALYSIS,Closed,HALCOMB L E,MTW,9:30 am - 10:50am,PHELP2516,59 / 60
SOC     108C ,,Full,FARLEY N A,R,10:00am - 10:50am,GIRV 1106,15 / 15
SOC     108C ,,Full,FARLEY N A,R,11:00am - 11:50am,GIRV 1106,15 / 15
SOC     108C ,,,BURSTON A S,R,12:00pm - 12:50pm,GIRV 1106,14 / 15
SOC     108C ,,Full,BURSTON A S,R,1:00pm - 1:50pm,GIRV 1106,15 / 15
SOC     108C ,CULTURAL ANALYSIS,Full,ESPINOZA M V,MTW,11:00am - 12:20pm,NH   1105,60 / 60
SOC     108C ,,Full,,R,10:00am - 10:50am,GIRV 1106,15 / 15
SOC     108C ,,Full,,R,11:00am - 11:50am,GIRV 2110,15 / 15
SOC     108C ,,Full,,R,12:00pm - 12:50pm,GIRV 2110,15 / 15
SOC     108C ,,Full,,R,1:00pm - 1:50pm,GIRV 1106,15 / 15
SOC     130SG,SOC GLOBALIZATION,Closed,GOW J N,MTW,2:00pm - 3:20pm,PHELP3515,75 / 80
SOC     134  ,SOCIAL MOVEMENTS,Full,KING Z T,MTW,11:00am - 12:20pm,PHELP3515,80 / 80
SOC     139RN,RACE/ETHNICITY/NATN,Full,LOE-STERPHONE,MTW,3:30pm - 4:50pm,PHELP1260,80 / 80
SOC     144LI,LATINA/O IMMIGRTN,Cancelled,T B A,,,T B A,0 / 80
SOC     145  ,SOCIAL INEQUALITIES,,SOTO O F,MTW,11:00am - 12:20pm,HSSB 1174,78 / 80
SOC     153  ,WOMEN AND WORK,,SEGURA D A,MTW,9:30 am - 10:50am,HSSB 1174,70 / 80
SOC     154A ,SOC OF FAMILIES,Full,CAST A D,MTW,9:30 am - 10:50am,PHELP1260,80 / 80
SOC     155A ,WOMEN IN AMER SOC,,KULICK A T,MTW,2:00pm - 3:20pm,WEBB 1100,77 / 80
SOC     170  ,SOC DEVIANT BEHAVR,,SUTTON J R,MTW,9:30 am - 10:50am,WEBB 1100,71 / 80
SOC     185E ,INTRO TO ETHNOMETH,Full,RAYMOND G,MTW,9:30 am - 10:50am,PHELP3515,80 / 80
SOC     185G ,GENDER INEQUALITY,,WONG Y A,MTW,12:30pm - 1:50pm,PHELP3515,77 / 80
SOC     191CA,INSTRUCTIONAL LAB,,T B A,,,T B A,0 / 10
SOC     198  ,READINGS IN SOC,,T B A,,,T B A,0 / 10
SOC     199  ,INDEPENDENT STUDIES,,T B A,,,T B A,0 / 10
SOC     199RA,IND RESEARCH ASSIST,,T B A,,,T B A,0 / 15
SPAN      1  ,ELEMENTARY SPAN 1,,CRAVEIRO DE M,MTWRF,9:30 am - 10:45am,HSSB 1227,17 / 22
SPAN W    1  ,OL ELEM SPAN I,Full,"['STEFKOVA R', 'MARQUES-PASCU']",,,ONLINE,24 / 24
SPAN W    1  ,,Full,,M,8:00 am - 9:15 am,ON   LINE,6 / 6
SPAN W    1  ,,Full,,M,9:30 am - 10:45am,ON   LINE,6 / 6
SPAN W    1  ,,Full,,T,11:00am - 12:15pm,ON   LINE,6 / 6
SPAN W    1  ,,Full,,T,12:30pm - 1:45pm,ON   LINE,6 / 6
SPAN      2  ,ELEMENTARY SPAN 2,,PADILLA M,MTWRF,11:00am - 12:15pm,HSSB 1228,17 / 22
SPAN      2  ,ELEMENTARY SPAN 2,Full,STRATAN S,MTWRF,9:30 am - 10:45am,HSSB 1211,20 / 20
SPAN      3  ,ELEMENTARY SPAN 3,,CONSTENLA TOR,MTWRF,12:30pm - 1:45pm,HSSB 3201,15 / 22
SPAN      3  ,ELEMENTARY SPAN 3,,BARRY C M,MTWRF,11:00am - 12:15pm,HSSB 1215,18 / 20
SPAN    115  ,INTRO TO TRANSLAT I,Cancelled,ALVES FERREIR,,,T B A,0 / 20
SPAN    126  ,SPANISH CINEMA,,BROWN J R,MTWR,11:00am - 12:05pm,PHELP1508,29 / 30
SPAN    140B ,CERVANTES: DON QUI,,CORTIJO A,MTWR,8:00 am - 9:05 am,GIRV 1108,7 / 20
SPAN    177  ,SPAN AMER THOUGHT,,LUPI J P,MTWR,3:30pm - 4:35pm,GIRV 1108,18 / 20
SPAN    195  ,SEN HONORS IND RES,,T B A,,,T B A,0 / 5
SPAN    197  ,NEWS TRANSLATION,,ALVES FERREIR,MTWR,5:00pm - 6:05pm,PHELP2532,8 / 20
SPAN    199  ,INDEPENDENT STUDIES,,T B A,,,T B A,0 / 15
SHS     194  ,GRP STUDIES ADV STU,,T B A,,,T B A,0 / 7
SHS     199  ,INDEPENDENT STUDIES,,T B A,,,T B A,0 / 5
PSTAT     5A ,STATISTICS,Full,HOLLADAY B A,MTWR,9:30 am - 10:50am,PHELP3515,54 / 53
PSTAT     5A ,,,YUAN Y,T,12:00pm - 12:50pm,HSSB 1233,25 / 26
PSTAT     5A ,,,,W,12:00pm - 12:50pm,SSMS 1301,25 / 26
PSTAT     5A ,,Full,YUAN Y,TW,11:00am - 11:50am,SSMS 1302,29 / 27
PSTAT     5A ,STATISTICS,Full,WAINWRIGHT B,MTWR,12:30pm - 1:50pm,PHELP1260,81 / 81
PSTAT     5A ,,Full,LI HANMO,T,2:00pm - 2:50pm,PHELP1525,27 / 27
PSTAT     5A ,,Full,,W,2:00pm - 2:50pm,PHELP1525,27 / 27
PSTAT     5A ,,Full,LI HANMO,T,3:00pm - 3:50pm,PHELP1525,27 / 27
PSTAT     5A ,,Full,,W,3:00pm - 3:50pm,PHELP1525,27 / 27
PSTAT     5A ,,Full,YAN Y,T,5:00pm - 5:50pm,GIRV 2124,27 / 27
PSTAT     5A ,,Full,,W,5:00pm - 5:50pm,SSMS 1302,27 / 27
PSTAT     5LS,STAT LIFE SCIENCES,,SWENSON J S,MTWR,8:00 am - 9:20 am,HSSB 1174,74 / 95
PSTAT     5LS,,Full,YOVANOVICH C,T R,1:00pm - 1:50pm,SSMS 1005,25 / 25
PSTAT     5LS,,,YOVANOVICH C,T R,2:00pm - 2:20pm,SSMS 1007,17 / 25
PSTAT     5LS,,,LIU M,T R,3:00pm - 3:50pm,PHELP1526,17 / 25
PSTAT     5LS,,,LIU M,T R,4:00pm - 4:50pm,PHELP1529,15 / 20
PSTAT    10  ,DATA SCIENCE PRINC,,HOLMES D E,MTWR,2:00pm - 3:50pm,PHELP1260,32 / 50
PSTAT    10  ,,,WANG M L,MTWR,4:00pm - 4:50pm,SSMS 1301,14 / 25
PSTAT    10  ,,,GALA M S,MTWR,4:00pm - 4:50pm,SSMS 1302,11 / 20
PSTAT    10  ,,,WANG M L,MTWR,5:00pm - 5:50pm,SSMS 1301,7 / 25
PSTAT    10  ,DATA SCIENCE PRINC,,WANG YUANBO,MTWR,11:00am - 12:20pm,SSMS 1303&,35 / 50
PSTAT    10  ,,Full,KHANJIAN R A,M W,12:30pm - 1:20pm,SSMS 1303,25 / 25
PSTAT    10  ,,Full,KHANJIAN R A,M W,12:30pm - 1:20pm,SSMS 1304,10 / 10
PSTAT   109  ,STATISTICS FOR ECON,,LEE Y,MTWR,11:00am - 12:20pm,ARTS 1353,51 / 54
PSTAT   109  ,,,LI H,T,2:00pm - 2:50pm,SSMS 1304,24 / 27
PSTAT   109  ,,,,W,2:00pm - 2:50pm,SSMS 1304,24 / 27
PSTAT   109  ,,Full,LI H,T,12:30pm - 1:20pm,SSMS 1304,27 / 27
PSTAT   109  ,,Full,,W,12:30pm - 1:20pm,PHELP1445,27 / 27
PSTAT   109  ,STATISTICS FOR ECON,,ISRAEL CANCAD,MTWR,12:30pm - 1:50pm,WEBB 1100,56 / 81
PSTAT   109  ,,Full,LI C Y,T,3:00pm - 3:50pm,SSMS 1304,27 / 27
PSTAT   109  ,,Full,,R,3:00pm - 3:50pm,SSMS 1304,27 / 27
PSTAT   109  ,,Full,LI C Y,T,4:00pm - 4:50pm,SSMS 1304,27 / 27
PSTAT   109  ,,Full,,R,4:00pm - 4:50pm,SSMS 1304,27 / 27
PSTAT   120A ,PROB & STATISTICS,,GUO QIHENG,MTWR,2:00pm - 3:20pm,PSYCH1924,68 / 108
PSTAT   120A ,,,HALL B R,T R,4:00pm - 4:50pm,PHELP2532,17 / 20
PSTAT   120A ,,,HALL B R,T R,6:00pm - 6:50pm,PHELP2532,13 / 20
PSTAT   120A ,,,FANG Z,T R,4:00pm - 4:50pm,GIRV 2124,18 / 20
PSTAT   120A ,,Full,FANG Z,T R,5:00pm - 5:50pm,GIRV 2124,20 / 20
PSTAT   120A ,PROB & STATISTICS,,CHEN T,MTWR,3:30pm - 4:50pm,PHELP3515,77 / 80
PSTAT   120A ,,Full,ANGIULI A,TW,5:00pm - 5:50pm,HSSB 1224,20 / 20
PSTAT   120A ,,Full,JIANG H,TW,5:00pm - 5:50pm,HSSB 1227,20 / 20
PSTAT   120A ,,Full,ANGIULI A,TW,6:00pm - 6:50pm,HSSB 1223,20 / 20
PSTAT   120A ,,,JIANG H,TW,6:00pm - 6:50pm,HSSB 1227,17 / 24
PSTATW  120A ,PROB & STATISTICS,Full,TERNER Z,,,T B A,90 / 90
PSTATW  120A ,,Full,YIN M,,,T B A,30 / 30
PSTATW  120A ,,Full,YIN M,,,T B A,30 / 30
PSTATW  120A ,,Full,YAN Y,,,T B A,30 / 30
PSTAT   120B ,PROB & STATISTICS,,GHOSAL A,MTWR,9:30 am - 10:50am,PHELP1260,54 / 81
PSTAT   120B ,,,YANG TI,M W,4:00pm - 4:50pm,GIRV 2124,22 / 27
PSTAT   120B ,,,YANG TI,M W,5:00pm - 5:50pm,GIRV 2124,20 / 27
PSTAT   120B ,,,LIU M,M W,6:00pm - 6:50pm,GIRV 2124,12 / 27
PSTAT   120B ,PROB & STATISTICS,,ZHANG CHAO,MTWR,2:00pm - 3:20pm,BUCHN1940,79 / 81
PSTAT   120B ,,Full,HU M,M W,4:00pm - 4:50pm,PHELP1445,27 / 26
PSTAT   120B ,,Full,HU M,M W,5:00pm - 5:50pm,GIRV 2124,26 / 26
PSTAT   120B ,,Full,GALA M S,M W,6:00pm - 6:50pm,GIRV 2124,26 / 26
PSTAT   120C ,PROB & STATISTICS,,SHATSKIKH E,MTWR,11:00am - 12:20pm,BRDA 1640,73 / 81
PSTAT   120C ,,Full,ZHOU Z,M W,1:00pm - 1:50pm,PHELP1445,27 / 27
PSTAT   120C ,,,BANG S,M W,3:00pm - 3:50pm,GIRV 2108,21 / 27
PSTAT   120C ,,,BANG S,M W,2:00pm - 2:50pm,GIRV 2108,25 / 27
PSTAT   126  ,REGRESSION ANALYSIS,Full,LI ZHIJIAN,MTWR,12:30pm - 1:50pm,SH   1430,50 / 50
PSTAT   126  ,,Full,ELCHEIKHALI M,T R,6:00pm - 6:50pm,SSMS 1005,25 / 25
PSTAT   126  ,,Full,ELCHEIKHALI M,T R,4:00pm - 4:50pm,PHELP1526,25 / 25
PSTAT   126  ,REGRESSION ANALYSIS,,MYUNG JIYOUN,MTWR,12:30pm - 1:50pm,PHELP2524,24 / 50
PSTAT   126  ,,,LIU X,M W,3:00pm - 3:50pm,PHELP1529,7 / 25
PSTAT   126  ,,,LIU X,M W,4:00pm - 4:50pm,SSMS 1304,17 / 25
PSTAT   130  ,SAS BASE PROGRAM,,KLOKE J,MTWR,11:00am - 12:20pm,SSMS 1303&,47 / 55
PSTAT   130  ,,Full,BONFIGLIO E G,M W,4:00pm - 4:50pm,SSMS 1007,22 / 22
PSTAT   130  ,,Full,MIN M,T R,4:00pm - 4:50pm,SSMS 1304,25 / 23
PSTAT   130  ,SAS BASE PROGRAM,Full,SWENSON J S,MTWRF,9:30 am - 11:20am,SSMS 1301&,50 / 50
PSTAT   130  ,,Full,CHEN TIANZI,MTWR,11:30am - 12:20pm,SSMS 1301,25 / 25
PSTAT   130  ,,Full,CHEN TIANZI,MTWR,11:30am - 12:20pm,SSMS 1302,25 / 25
PSTAT   130  ,SAS BASE PROGRAM,,KLOKE J,MTWR,8:00 am - 9:20 am,SSMS 1303&,29 / 50
PSTAT   130  ,,,BONFIGLIO E G,T R,9:30 am - 10:50am,SSMS 1303,20 / 25
PSTAT   130  ,,,MIN M,T R,9:30 am - 10:50am,SSMS 1304,9 / 25
PSTAT   130  ,SAS BASE PROGRAM,,SWENSON J S,MTWR,12:30pm - 2:20pm,SSMS 1301&,29 / 50
PSTAT   130  ,,,PADILLA D Y,MTWR,2:30pm - 3:20pm,SSMS 1303,24 / 25
PSTAT   130  ,,,PADILLA D Y,MTWR,2:30pm - 3:20pm,SSMS 1007,5 / 25
PSTAT   140  ,STATISTICAL PROCESS,Full,HOLMES D E,MTWRF,9:00 am - 10:50am,PSYCH1902,51 / 50
PSTAT   140  ,,,ZHOU Z,MTWR,12:00pm - 12:50pm,GIRV 2112,24 / 25
PSTAT   140  ,,Full,ZHOU Z,MTWR,11:00am - 11:50am,GIRV 2112,27 / 25
PSTAT   171  ,MATH COMPOUND INT,,DUNCAN I,MTWR,8:00 am - 9:15 am,NH   1006,58 / 81
PSTAT   171  ,,,HUYNH N T,T R,3:00pm - 3:50pm,PHELP2514,11 / 20
PSTAT   171  ,,,HUYNH N T,T R,2:00pm - 2:50pm,PHELP2514,16 / 20
PSTAT   171  ,,,YI M,T R,5:00pm - 5:50pm,HSSB 1224,11 / 20
PSTAT   171  ,,,YI M,T R,4:00pm - 4:50pm,BUCHN1934,20 / 25
PSTATW  182T ,ACTUARIAL TUTORIAL,,HUYNH N T,,,T B A,20 / 25
PSTATW  182T ,,,HUYNH N T,,,T B A,20 / 25
PSTAT   193  ,INTERNSHIP IN STATS,,T B A,,,T B A,0 / 10
PSTAT   199  ,INDEPENDENT STUDIES,,T B A,,,T B A,0 / 10
TMP     120  ,BUSINESS STRATEGY,Full,GABRIELE G F,M W F,3:30pm - 4:45pm,PHELP2524,40 / 40
TMP     120  ,BUSINESS STRATEGY,,ZACKRISON E J,TWR,8:00 am - 9:15 am,PHELP2536,35 / 40
TMP     120  ,BUSINESS STRATEGY,,ZACKRISON E J,TWR,9:30 am - 10:45am,PHELP2536,35 / 40
TMP     122  ,ENTREPRENEURSHIP,Cancelled,ZACKRISON E J,,,T B A,0 / 22
TMP     124  ,MARKETING,Full,GABRIELE G F,M W F,12:30pm - 1:45pm,PHELP1425,40 / 40
